English,Filipino-Correct,Filipino-Flawed,Remarks,Contributor
The fetus was diagnosed with a congenital heart defect during the second trimester.,Natukoy na may depekto sa puso ang namumuong sanggol sa ikalawang trimester.,Ang fetus ay na-diagnose na may congenital heart defect sa ikalawang trimester.,The terms “fetus” and “diagnose” weren't translated in Filipino.,Darryl Ty/Rafael Yap
Cognitive behavioral therapy teaches clients how to catch automatic negative thoughts.,Tinuturuan ng cognitive behavioral therapy ang mga kliyente na mapansin agad ang mga iniisip nilang negatibo.,Ang cognitive behavioral therapy ay nagtuturo sa mga kliyente kung paano mahuli ang mga awtomatikong negatibong kaisipan.,Translation is too literal.,Darryl Ty/Rafael Yap
Therapy can help reduce self-stigma in people with mental illness.,"Sa therapy, natutulungan ang tao na huwag ikahiya ang sarili dahil sa sakit sa pag-iisip.",Makakatulong ang therapy na mabawasan ang stigma sa sarili sa mga taong may sakit sa isip.,“stigma” wasn't properly expressed in Filipino.,Darryl Ty/Rafael Yap
The patient’s seizures are refractory to medication.,Ang gamot ng pasyente ay hindi umeepekto sa kanyang seizures.,Ang mga seizure ng pasyente ay matigas ang ulo sa gamot.,“refractory” wasn't properly expressed in Filipino,Darryl Ty/Rafael Yap
"A person with Nightmare Disorder may experience repeated, distressing dreams that disrupt sleep.","Ang taong may Nightmare Disorder ay maaaring makaranas ng madalas na pagkabangunot, na makasisira sa kanilang pagtulog.","Ang isang taong may bangungot na karamdaman ay maaaring makaranas ng paulit-ulit, nakakagambalang mga panaginip na nakakagambala sa pagtulog.",There is no need to translate a disease in Filipino. The statement was also redundant in using the term “nakakagambala.”,Darryl Ty/Rafael Yap
The patient has a congenital heart defect that was only detected in adulthood.,Ang pasyente ay mayroong congenital heart defect na natuklasan lamang noong tumanda na siya.,Siya ay may congenital heart defect na nakita lamang noong nasa hustong gulang.,Not natural Filipino tone of the term “adulthood.”,Darryl Ty/Rafael Yap
A person with Body Dysmorphic Disorder may experience obsessive thoughts about perceived physical flaws.,Ang tao na may Body Dysmorphic Disorder ay maaaring makaranas ng sobrang pag-aalala sa kanilang pisikal na kapintasan.,Ang tao na may Body Dysmorphic Disorder ay nagsasangkot ng mga obsessive na pag-iisip tungkol sa mga nakikitang pisikal na kapintasan.,Used the term “nasasangkot” and failed to recognize the Tagalog term of the word “obsessive.”,Darryl Ty/Rafael Yap
A kid with Intellectual Disability may experience both cognitive and adaptive functioning deficits.,Ang batang may Intellectual Disability ay maaaring makaranas ng mabagal na pag-iisip at pagkatuto.,Ang isang batang may Intellectual Disability ay maaaring makaranas ng parehong cognitive at adaptive functioning deficits.,,Darryl Ty/Rafael Yap
She meets the criteria for narcissistic personality disorder.,Siya ay nagtutugma sa pamantayan sa pagkakaroon narcissistic personality disorder.,Natutugunan niya ang pamantayan para sa narcissistic personality disorder.,Too literal translation.,Darryl Ty/Rafael Yap
The patient tested positive for dengue with warning signs.,Ang pasyente ay nagpositibo sa dengue na mayroong mga delikadong sintomas.,Nagpositibo siya sa dengue na may mga babala.,Too literal translation. The Filipino-flawed statement failed to recognize the Filipino term of “warning signs.”,Darryl Ty/Rafael Yap
The medication must be taken on an empty stomach.,Kailangang inumin ang gamot nang walang laman ang tiyan.,Kailangang inumin ang gamot kapag gutom.,"""Kapag gutom"" implies hunger, not the intended clinical instruction of ""empty stomach.""",Darryl Ty/Rafael Yap
The client reports ongoing difficulty with sleep onset and early morning awakenings.,Ang kliyente ay nag-ulat ng patuloy na hirap sa pagtulog at maagang pag-gising.,Hindi makatulog ang kliyente at lagi siyang nagigising ng maaga.,too casual and non-clinical,Darryl Ty/Rafael Yap
The patient demonstrates signs of moderate major depressive disorder with improving symptoms.,Ipinapakita ng pasyente ang mga palatandaan ng katamtamang major depressive disorder na may bahagyang pagbuti.,Mukhang may depression ang pasyente pero gumagaling na.,oversimplified,Darryl Ty/Rafael Yap
"The client exhibits avoidance behavior in social situations, impacting daily functioning.",Umiwas ang kliyente sa mga tao kaya naaapektuhan ang araw-araw na gawain.,Ayaw ng kliyente sa tao kaya hindi siya nakikisalamuha.,missed clinical nuance in describing avoidance,Darryl Ty/Rafael Yap
The patient acknowledges feelings of hopelessness and worthlessness during sessions.,Inaamin ng pasyente na nakakaramdam siya ng kawalang-pag-asa at pagiging walang halaga.,Sabi ng pasyente na wala siyang silbi at wala ng pag-asa.,too straightforward and harsh,Darryl Ty/Rafael Yap
The client has a history of substance use disorder and is currently in recovery.,May dating problema ang kliyente sa paggamit ng bawal na gamot at ngayon ay nagpapagaling.,Nagkaroon siya ng problema sa bisyo pero ngayon ay nasa proseso na ng paggaling.,,Darryl Ty/Rafael Yap
The patient displays symptoms consistent with generalized anxiety disorder.,May mga sintomas ang pasyente na tugma sa generalized anxiety disorder.,Madalas siyang kinakabahan at nag-aalala.,it didnt reflect the full scope of the disorder,Darryl Ty/Rafael Yap
The client reports intrusive thoughts related to past traumatic experiences.,May naiisip ang kliyente na paulit-ulit na tungkol sa nakaraang trauma.,May trauma ang kliyente kaya lagi siyang may iniisip.,too vague,Darryl Ty/Rafael Yap
The patient is experiencing increased levels of stress due to work-related pressures.,Mas mataas ang stress na nararanasan ng pasyente dahil sa trabaho.,Nai-stress siya sa trabaho.,,Darryl Ty/Rafael Yap
"The client’s mood is rated as 4/10, indicating moderate distress.","Sinabi ng kliyente na 4/10 ang kanyang mood, ibig sabihin ay nasa kalagitnaang lungkot.",4/10 daw ang mood ng kliyente kaya malungkot siya.,"it was said that he is sad, but english says its just moderate",Darryl Ty/Rafael Yap
The patient has been prescribed sertraline 100mg daily to manage anxiety symptoms.,Umiinom ng sertraline 100mg araw-araw ang pasyente para mabawasan ang anxiety.,May iniinom na gamot ang pasyente para sa anxiety.,wasn't specific about the dose and translation is too plain,Darryl Ty/Rafael Yap
"The client demonstrates cognitive distortions, particularly catastrophic thinking patterns.",May maling paraan ng pag-iisip ang kliyente lalo na ang pag-isip ng masama agad.,Nag-iisip ng masama lagi ang kliyente.,"""masama"" is too vague",Darryl Ty/Rafael Yap
The patient exhibits signs of post-traumatic stress disorder following a recent traumatic event.,May palatandaan ang pasyente ng PTSD pagkatapos ng nangyari nung nakaraan.,Na-trauma siya kaya natatakot pa rin ngayon.,it didnt mention PTSD as diagnosis,Darryl Ty/Rafael Yap
The client’s mood tracking indicates fluctuations correlating with significant life events.,Nagbabago ang emosyon ng kliyente ayon sa mga importanteng pangyayari sa kanyang buhay.,Magulo ang emosyon ng kliyente dahil sa mga pangyayari.,it didnt really express the mood patterns,Darryl Ty/Rafael Yap
The patient’s assessment reveals no current suicidal ideation or intent.,Walang intensyon o ideya ang pasyente na saktan ang kanyang sarili base sa assessment.,Walang balak magpakamatay ang pasyente ngayon.,"it didnt express the clinical tone of the risk (""no risk"")",Darryl Ty/Rafael Yap
The client’s progress notes indicate a positive response to cognitive restructuring techniques.,Gumaganda ang tugon ng kliyente sa mga ginagawa sa therapy.,Maayos daw ang reponse niya sa therapy.,too vague,Darryl Ty/Rafael Yap
The patient has been advised to engage in regular physical activity to enhance mood stability.,Pinayuhan ang pasyente na mag-ehersisyo para makatulong sa mood.,Pinapagalaw lang siya para hindi malungkot.,it didnt mention the intent of the recommendation,Darryl Ty/Rafael Yap
"The client reports difficulty concentrating, likely due to sleep deprivation.","Nahihirapan ang kliyente mag-concentrate, posibleng dahil sa puyat.",Hindi siya makapag-focus kasi puyat.,,Darryl Ty/Rafael Yap
"The patient’s family history includes bipolar disorder, influencing treatment considerations.",May kasaysayan ng bipolar disorder sa pamilya ng pasyente kaya isinama ito sa plano.,Bipolar daw ang pamilya niya kaya pinag-iisipan ng maigi.,it didnt frame bipolar disorder to the clients family history,Darryl Ty/Rafael Yap
"The client demonstrates increased social engagement, serving as a positive prognostic indicator.","Mas nakikisalamuha na ang kliyente, magandang senyales ito.",Mas madalas siyang makipagkwentuhan ngayon.,didnt mention clinical progress,Darryl Ty/Rafael Yap
"The patient’s treatment plan includes specific, measurable goals collaboratively developed.",May malinaw at masukat na goals ang plano ng pasyente na pinlano nila nang magkasama.,Gagawa sila ng plano ng pasyente para gumaling.,too casual and didnt mention collaboration,Darryl Ty/Rafael Yap
,,,,
I've been asleep for a while now,Matagal na akong natutulog.,Ako ay natutulog na ng matagal ngayon.,,Ryan Carandang/ Riley Veracruz
You make it easier when life gets hard,Pinapagaan mo ang lahat kapag mahirap ang buhay.,Ginagawa mong madali kapag ang buhay ay mahirap.,,Ryan Carandang/ Riley Veracruz
I'm lucky I'm in love with with my best friend,Suwerte akong mahal ko ang matalik kong kaibigan.,Maswerte ako na in love ako sa best friend ko.,,Ryan Carandang/ Riley Veracruz
You'll hear the music fill the air,Maririnig mo ang musika na pumupuno sa hangin.,Makakarinig ka ng music sa paligid.,,Ryan Carandang/ Riley Veracruz
I'll put a flower in your hair,Lalagyan kita ng bulaklak sa buhok mo.,Ilalagay ko ang flower sa buhok mo.,,Ryan Carandang/ Riley Veracruz
We got a lot to learn,Marami pa tayong kailangang matutunan.,Mayroon pa tayong maraming pag-aral.,,Ryan Carandang/ Riley Veracruz
We're just one big family,Para lang tayong isang malaking pamilya.,Isa lang tayong malaking family.,,Ryan Carandang/ Riley Veracruz
I wanna be with you night and day,Gusto kitang makasama araw at gabi.,Gusto ko na kasama ka gabi at araw.,,Ryan Carandang/ Riley Veracruz
You're the coffee that I need in the morning,Ikaw ang kape na kailangan ko tuwing umaga.,Ikaw ang coffee na kailangan ko sa umaga.,,Ryan Carandang/ Riley Veracruz
I just wanna see how beautiful you are,Gusto ko lang makita kung gaano ka kaganda.,Gusto ko lang makita kung anong ganda mo.,,Ryan Carandang/ Riley Veracruz
I've waited all my life to cross this line,Buong buhay ko itong hinintay para malampasan ang hangganang ito.,Hinintay ko buong life ko para tawirin ito.,,Ryan Carandang/ Riley Veracruz
You are the only exception,Ikaw lang ang natatangi.,Ikaw lang ang exception.,,Ryan Carandang/ Riley Veracruz
I know you're leaving in the morning when you wake up,Alam kong aalis ka sa umaga pag-ising mo.,Alam ko aalis ka sa umaga pagkagising mo.,,Ryan Carandang/ Riley Veracruz
I'll give my love that can't explain,Ibibigay ko ang pag-ibig kong hindi maipaliwanag.,Ibibigay ko ang love ko na hindi ko ma-explain.,,Ryan Carandang/ Riley Veracruz
Let''s waste time chasing cars around our heads,Sayangin natin ang oras sa paghabol ng imahinasyon.,Mag-aksaya tayo ng oras sa paghabol ng kotse sa ulo.,,Ryan Carandang/ Riley Veracruz
It's so cold without your touch,Ang lamig kapag wala ang haplos mo.,Malamig pag walang touch mo.,,Ryan Carandang/ Riley Veracruz
"He's my friend, and he says that we belong together","Kaibigan ko siya, at sabi niya para tayo sa isa't isa.","Kaibigan ko siya, at sabi niya dapat magkasama tayo.",,Ryan Carandang/ Riley Veracruz
Maybe you could save me from this crazy world we live in,Baka ikaw ang makapagliligtas sa akin sa magulong mundong ito.,Siguro pwede mo ako iligtas sa crazy world natin.,,Ryan Carandang/ Riley Veracruz
"So I hopped on a train, three in the afternoon","Sumakay ako ng tren, alas-tres ng hapon.","Pumunta ako sa tren, 3 ng hapon.",,Ryan Carandang/ Riley Veracruz
"So she wrote me a letter said ""The weather wasn't better""","Kaya sinulatan niya ako: ""Hindi rin naman gumanda ang panahon.","Kaya gumawa siya ng letter, sabi ""Masama pa rin ang weather.",,Ryan Carandang/ Riley Veracruz
Cause sometimes I look in her eyes and that's where I find a glimpse of us,Minsan tinitingnan ko siya at nakikita kita sa kanya,Minsan tumitingin ako sa kanyang mga mata at doon ko nakikita ang anino ng ating nakaraan,Literal translation,Ryan Carandang/ Riley Veracruz
"This love is difficult, but it's real","Ang pag-ibig na ito ay mahirap, pero totoo","Itong pagmamahal ay mahirap, pero ito ay totoo",Literal translation,Ryan Carandang/ Riley Veracruz
You’ve been on my mind lately,Lagi kitang iniisip nitong mga nakaraang araw,Ikaw ay laging kong naiisip nitong mga nakaraang araw,,Ryan Carandang/ Riley Veracruz
You don’t need to run,Hindi mo kailangang tumakbo,Di mo kailangang mag-run,,Ryan Carandang/ Riley Veracruz
I'm just a man who’s lost his mind,akong lalaking nawalan ng katinuan,Ako lang yung lalaking nawawala ang katinuan,,Ryan Carandang/ Riley Veracruz
I don’t want to fight you,Ayokong makipag-away sa iyo,Di ko gusto makipag-away sa'yo,,Ryan Carandang/ Riley Veracruz
I know it’s all my fault,Alam kong kasalanan ko ang lahat,Alam kong ako may kasalanan ng lahat,,Ryan Carandang/ Riley Veracruz
Can’t you see?,Hindi mo ba nakikita?,Di mo ba kita?,,Ryan Carandang/ Riley Veracruz
I gave everything I had,Binigay ko ang lahat,Ako ay nagbigay ng lahat ng meron ako,,Ryan Carandang/ Riley Veracruz
